"","codigo","municipio","estado","ano","pop_total_numhab","pop_urbana_numhab"
"730",270290,"Girau do Ponciano","AL",2015,40519,12508
"731",270310,"Igaci","AL",2015,26041,6393
"732",270330,"Inhapi","AL",2015,18621,6970
"733",270340,"Jacaré dos Homens","AL",2015,5429,3041
"734",270370,"Jaramataia","AL",2015,5695,2985
"735",270410,"Lagoa da Canoa","AL",2015,18343,9212
"736",270440,"Major Isidoro","AL",2015,20047,9872
"737",270460,"Maravilha","AL",2015,9770,4880
"738",270500,"Mata Grande","AL",2015,25590,5879
"739",270530,"Minador do Negrão","AL",2015,5425,2316
"740",270540,"Monteirópolis","AL",2015,7241,2626
"741",270570,"Olho D ÁGUA das Flores","AL",2015,21641,14866
"742",270580,"Olho D ÁGUA do Casado","AL",2015,9298,4410
"743",270600,"Olivença","AL",2015,11688,3319
"744",270610,"Ouro Branco","AL",2015,11537,7274
"745",270620,"Palestina","AL",2015,5004,3169
"746",270630,"Palmeira dos Índios","AL",2015,73878,54184
"747",270640,"Pão de Açúcar","AL",2015,24878,11252
"748",270642,"Pariconha","AL",2015,10601,2888
"749",270710,"Piranhas","AL",2015,24950,14279
"750",270720,"Poço das Trincheiras","AL",2015,14493,2134
"751",270760,"Quebrangulo","AL",2015,11592,6537
"752",270800,"Santana do Ipanema","AL",2015,47820,28932
"753",270840,"São José da Tapera","AL",2015,32271,12481
"754",270895,"Senador Rui Palmeira","AL",2015,13909,4205
"755",270920,"Traipu","AL",2015,27798,8682
"756",280010,"Amparo de São Francisco","SE",2015,2374,1920
"757",280020,"Aquidabã","SE",2015,21312,12174
"758",280110,"Canhoba","SE",2015,4057,1537
"759",280120,"Canindé de São Francisco","SE",2015,28279,16110
"760",280140,"Carira","SE",2015,21484,11991
"761",280160,"Cedro de São João","SE",2015,5890,5265
"762",280190,"Cumbe","SE",2015,3985,2373
"763",280220,"Feira Nova","SE",2015,5573,3755
"764",280230,"Frei Paulo","SE",2015,15047,8907
"765",280240,"Gararu","SE",2015,11724,2911
"766",280260,"Gracho Cardoso","SE",2015,5848,2800
"767",280310,"Itabi","SE",2015,5017,2777
"768",280370,"Macambira","SE",2015,6824,3265
"769",280420,"Monte Alegre de Sergipe","SE",2015,14853,8767
"770",280445,"Nossa Senhora Aparecida","SE",2015,8830,3586
"771",280450,"Nossa Senhora da Glória","SE",2015,35726,23765
"772",280460,"Nossa Senhora das Dores","SE",2015,26240,17109
"773",280470,"Nossa Senhora de Lourdes","SE",2015,6494,3426
"774",280500,"Pedra Mole","SE",2015,3199,1288
"775",280520,"Pinhão","SE",2015,6440,3578
"776",280540,"Poço Redondo","SE",2015,33757,9333
"777",280550,"Poço Verde","SE",2015,23416,13115
"778",280560,"Porto da Folha","SE",2015,28492,10449
"779",280570,"Propriá","SE",2015,29655,25422
"780",280600,"Ribeirópolis","SE",2015,18362,12754
"781",280700,"São Miguel do Aleixo","SE",2015,3902,1843
"782",280710,"Simão Dias","SE",2015,40526,21389
"783",280730,"Telha","SE",2015,3170,1208
"784",280740,"Tobias Barreto","SE",2015,51375,34465
"785",290010,"Abaíra","BA",2015,9226,4145
"786",290020,"Abaré","BA",2015,19574,10357
"787",290035,"Adustina","BA",2015,17153,6087
"788",290040,"Água Fria","BA",2015,17043,6259
"789",290050,"Érico Cardoso","BA",2015,11437,2123
"790",290100,"Amargosa","BA",2015,37807,27395
"791",290115,"América Dourada","BA",2015,16923,11485
"792",290120,"Anagé","BA",2015,20096,3878
"793",290130,"Andaraí","BA",2015,13723,7641
"794",290135,"Andorinha","BA",2015,14791,6370
"795",290150,"Anguera","BA",2015,11299,4772
"796",290160,"Antas","BA",2015,19183,7146
"797",290170,"Antônio Cardoso","BA",2015,12225,3412
"798",290180,"Antônio Gonçalves","BA",2015,12187,6398
"799",290200,"Aracatu","BA",2015,14089,4037
"800",290210,"Araci","BA",2015,56370,21432
"801",290260,"Baixa Grande","BA",2015,21197,8811
"802",290265,"Banzaê","BA",2015,13711,4691
"803",290270,"Barra","BA",2015,54188,24659
"804",290280,"Barra da Estiva","BA",2015,22394,10997
"805",290290,"Barra do Choça","BA",2015,34853,22449
"806",290300,"Barra do Mendes","BA",2015,14526,6497
"807",290323,"Barro Alto","BA",2015,15377,7582
"808",290327,"Barrocas","BA",2015,15770,6329
"809",290350,"Belo Campo","BA",2015,18383,10360
"810",290360,"Biritinga","BA",2015,15799,3745
"811",290370,"Boa Nova","BA",2015,14577,5490
"812",290380,"Boa Vista do Tupim","BA",2015,18658,6837
"813",290390,"Bom Jesus da Lapa","BA",2015,69526,47204
"814",290395,"Bom Jesus da Serra","BA",2015,10554,2889
"815",290400,"Boninal","BA",2015,14585,4906
"816",290405,"Bonito","BA",2015,16873,7089
"817",290410,"Boquira","BA",2015,22429,7495
"818",290420,"Botuporã","BA",2015,11021,4027
"819",290430,"Brejões","BA",2015,15214,5259
"820",290440,"Brejolândia","BA",2015,10698,1916
"821",290450,"Brotas de Macaúbas","BA",2015,11070,3221
"822",290460,"Brumado","BA",2015,69255,48382
"823",290475,"Buritirama","BA",2015,21549,8691
"824",290480,"Caatiba","BA",2015,10166,4805
"825",290485,"Cabaceiras do Paraguaçu","BA",2015,18978,5087
"826",290500,"Caculé","BA",2015,23545,14092
"827",290510,"Caém","BA",2015,10143,3576
"828",290515,"Caetanos","BA",2015,15982,3856
"829",290520,"Caetité","BA",2015,52531,31450
"830",290530,"Cafarnaum","BA",2015,18695,11475
"831",290550,"Caldeirão Grande","BA",2015,13641,4978
"832",290590,"Campo Alegre de Lourdes","BA",2015,29938,8661
"833",290600,"Campo Formoso","BA",2015,72271,26974
"834",290620,"Canarana","BA",2015,26382,12557
"835",290640,"Candeal","BA",2015,9011,3521
"836",290660,"Candiba","BA",2015,14667,8577
"837",290670,"Cândido Sales","BA",2015,26855,18552
"838",290680,"Cansanção","BA",2015,35235,11800
"839",290682,"Canudos","BA",2015,17177,9497
"840",290685,"Capela do Alto Alegre","BA",2015,12118,5882
"841",290687,"Capim Grosso","BA",2015,29346,24029
"842",290689,"Caraíbas","BA",2015,10016,2462
"843",290710,"Carinhanha","BA",2015,29955,13283
"844",290720,"Casa Nova","BA",2015,72172,41724
"845",290730,"Castro Alves","BA",2015,27286,16845
"846",290755,"Caturama","BA",2015,9762,2621
"847",290760,"Central","BA",2015,18140,8697
"848",290770,"Chorrochó","BA",2015,11522,2824
"849",290780,"Cícero Dantas","BA",2015,34478,18921
"850",290790,"Cipó","BA",2015,17602,12610
"851",290810,"Cocos","BA",2015,19396,9159
"852",290840,"Conceição do Coité","BA",2015,68146,39848
"853",290870,"Condeúba","BA",2015,18269,8067
"854",290880,"Contendas do Sincorá","BA",2015,4326,2131
"855",290900,"Cordeiros","BA",2015,8834,2759
"856",290910,"Coribe","BA",2015,14976,6428
"857",290920,"Coronel João Sá","BA",2015,17098,7056
"858",290950,"Cravolândia","BA",2015,5560,3507
"859",290960,"Crisópolis","BA",2015,21617,9287
"860",290990,"Curaçá","BA",2015,35208,15015
"861",291010,"Dom Basílio","BA",2015,12499,2467
"862",291030,"Elísio Medrado","BA",2015,8434,3447
"863",291040,"Encruzilhada","BA",2015,20331,4389
"864",291070,"Euclides da Cunha","BA",2015,60666,29548
"865",291075,"Fátima","BA",2015,18481,7241
"866",291077,"Feira da Mata","BA",2015,5914,3101
"867",291080,"Feira de Santana","BA",2015,617528,566489
"868",291085,"Filadélfia","BA",2015,17583,9476
"869",291125,"Gavião","BA",2015,4712,2622
"870",291130,"Gentio do Ouro","BA",2015,11423,5753
"871",291140,"Glória","BA",2015,16072,3014
"872",291165,"Guajeru","BA",2015,8805,1756
"873",291170,"Guanambi","BA",2015,85797,68092
"874",291185,"Heliópolis","BA",2015,13762,5663
"875",291190,"Iaçu","BA",2015,26178,20514
"876",291200,"Ibiassucê","BA",2015,10502,4912
"877",291220,"Ibicoara","BA",2015,19548,12398
"878",291240,"Ibipeba","BA",2015,18674,11033
"879",291250,"Ibipitanga","BA",2015,15296,5564
"880",291260,"Ibiquera","BA",2015,5158,2609
"881",291300,"Ibitiara","BA",2015,16699,3701
"882",291310,"Ibititá","BA",2015,18727,8753
"883",291320,"Ibotirama","BA",2015,27655,21212
"884",291330,"Ichu","BA",2015,6311,4041
"885",291340,"Igaporã","BA",2015,16225,8392
"886",291350,"Iguaí","BA",2015,27787,15761
"887",291370,"Inhambupe","BA",2015,40915,17620
"888",291380,"Ipecaetá","BA",2015,15521,2670
"889",291400,"Ipirá","BA",2015,62095,30354
"890",291410,"Ipupiara","BA",2015,10113,6512
"891",291420,"Irajuba","BA",2015,7472,3493
"892",291430,"Iramaia","BA",2015,10487,4727
"893",291440,"Iraquara","BA",2015,25006,7476
"894",291460,"Irecê","BA",2015,73380,67656
"895",291470,"Itaberaba","BA",2015,66310,52166
"896",291500,"Itaeté","BA",2015,16446,6842
"897",291510,"Itagi","BA",2015,13359,10451
"898",291535,"Itaguaçu da Bahia","BA",2015,14667,2885
"899",291580,"Itambé","BA",2015,23327,19901
"900",291640,"Itapetinga","BA",2015,76184,73956
"901",291650,"Itapicuru","BA",2015,35987,7446
"902",291670,"Itaquara","BA",2015,8519,5113
"903",291680,"Itarantim","BA",2015,20091,16583
"904",291685,"Itatim","BA",2015,14763,10280
"905",291690,"Itiruçu","BA",2015,13307,9987
"906",291700,"Itiúba","BA",2015,38492,10338
"907",291710,"Itororó","BA",2015,21178,19249
"908",291720,"Ituaçu","BA",2015,19406,7032
"909",291733,"Iuiú","BA",2015,11331,5493
"910",291740,"Jacaraci","BA",2015,15409,5557
"911",291750,"Jacobina","BA",2015,84811,59791
"912",291760,"Jaguaquara","BA",2015,55449,42230
"913",291770,"Jaguarari","BA",2015,33186,18168
"914",291800,"Jequié","BA",2015,161528,148268
"915",291810,"Jeremoabo","BA",2015,41100,19020
"916",291835,"João Dourado","BA",2015,25141,15129
"917",291840,"Juazeiro","BA",2015,218324,177309
"918",291850,"Jussara","BA",2015,15841,10579
"919",291860,"Jussiape","BA",2015,7229,2762
"920",291870,"Lafaiete Coutinho","BA",2015,4020,2168
"921",291875,"Lagoa Real","BA",2015,15801,3184
"922",291900,"Lajedinho","BA",2015,3974,1257
"923",291905,"Lajedo do Tabocal","BA",2015,8836,5478
"924",291910,"Lamarão","BA",2015,9442,2059
"925",291915,"Lapão","BA",2015,27521,10785
"926",291930,"Lençóis","BA",2015,11445,8872
"927",291940,"Licínio de Almeida","BA",2015,12966,6586
"928",291950,"Livramento de Nossa Senhora","BA",2015,46035,22137
"929",291960,"Macajuba","BA",2015,11837,7243
"930",291970,"Macarani","BA",2015,18786,14990
"931",291980,"Macaúbas","BA",2015,50262,16463
"932",291990,"Macururé","BA",2015,8365,2963
"933",291995,"Maetinga","BA",2015,5174,2071
"934",292000,"Maiquinique","BA",2015,10082,7940
"935",292010,"Mairi","BA",2015,20097,11558
"936",292020,"Malhada","BA",2015,17455,7149
"937",292030,"Malhada de Pedras","BA",2015,8896,3397
"938",292040,"Manoel Vitorino","BA",2015,14488,7411
"939",292050,"Maracás","BA",2015,23751,17087
"940",292080,"Marcionílio Souza","BA",2015,10951,5540
"941",292105,"Matina","BA",2015,12314,3837
"942",292120,"Miguel Calmon","BA",2015,27536,16710
"943",292130,"Milagres","BA",2015,11659,8812
"944",292140,"Mirangaba","BA",2015,18039,8731
"945",292145,"Mirante","BA",2015,9902,1705
"946",292150,"Monte Santo","BA",2015,54733,9250
"947",292160,"Morpará","BA",2015,8967,5997
"948",292170,"Morro do Chapéu","BA",2015,36717,21162
"949",292180,"Mortugaba","BA",2015,12477,5887
"950",292190,"Mucugê","BA",2015,10244,4061
"951",292205,"Mulungu do Morro","BA",2015,12200,5895
"952",292210,"Mundo Novo","BA",2015,27165,15104
"953",292225,"Muquém de São Francisco","BA",2015,11495,1436
"954",292265,"Nordestina","BA",2015,13321,4222
"955",292270,"Nova Canaã","BA",2015,17082,7003
"956",292273,"Nova Fátima","BA",2015,8125,5423
"957",292280,"Nova Itarana","BA",2015,8312,3035
"958",292285,"Nova Redenção","BA",2015,9470,6173
"959",292290,"Nova Soure","BA",2015,25854,12565
"960",292303,"Novo Horizonte","BA",2015,12238,4019
"961",292305,"Novo Triunfo","BA",2015,15993,7973
"962",292310,"Olindina","BA",2015,26817,13733
"963",292320,"Oliveira dos Brejinhos","BA",2015,22774,6868
"964",292335,"Ourolândia","BA",2015,17775,6862
"965",292340,"Palmas de Monte Alto","BA",2015,22416,10609
"966",292350,"Palmeiras","BA",2015,9130,5688
"967",292360,"Paramirim","BA",2015,22077,10543
"968",292370,"Paratinga","BA",2015,32636,12063
"969",292380,"Paripiranga","BA",2015,29878,10254
"970",292400,"Paulo Afonso","BA",2015,119214,102726
"971",292405,"Pé de Serra","BA",2015,14471,5445
"972",292420,"Pedro Alexandre","BA",2015,18135,2973
"973",292430,"Piatã","BA",2015,18473,7820
"974",292440,"Pilão Arcado","BA",2015,35428,11889
"975",292450,"Pindaí","BA",2015,16805,4644
"976",292460,"Pindobaçu","BA",2015,21062,11763
"977",292465,"Pintadas","BA",2015,10742,6066
"978",292470,"Piripá","BA",2015,12238,5931
"979",292480,"Piritiba","BA",2015,25027,16941
"980",292490,"Planaltino","BA",2015,9473,3909
"981",292500,"Planalto","BA",2015,26632,16175
"982",292510,"Poções","BA",2015,48729,37782
"983",292525,"Ponto Novo","BA",2015,16168,8632
"984",292540,"Potiraguá","BA",2015,8969,6038
"985",292560,"Presidente Dutra","BA",2015,14712,9690
"986",292570,"Presidente Jânio Quadros","BA",2015,13178,4052
"987",292580,"Queimadas","BA",2015,26083,13244
"988",292590,"Quijingue","BA",2015,28655,6711
"989",292593,"Quixabeira","BA",2015,10033,3847
"990",292595,"Rafael Jambeiro","BA",2015,24349,7292
"991",292600,"Remanso","BA",2015,42275,25469
"992",292610,"Retirolândia","BA",2015,13319,7427
"993",292630,"Riachão do Jacuípe","BA",2015,35403,21196
"994",292640,"Riacho de Santana","BA",2015,36039,15395
"995",292650,"Ribeira do Amparo","BA",2015,15269,2055
"996",292660,"Ribeira do Pombal","BA",2015,51418,32198
"997",292665,"Ribeirão do Largo","BA",2015,8260,4462
"998",292670,"Rio de Contas","BA",2015,13616,6604
"999",292680,"Rio do Antônio","BA",2015,15628,6322
"1000",292690,"Rio do Pires","BA",2015,12084,5340
"1001",292710,"Rodelas","BA",2015,8887,7475
"1002",292720,"Ruy Barbosa","BA",2015,31867,23557
"1003",292750,"Santa Bárbara","BA",2015,20754,9437
"1004",292760,"Santa Brígida","BA",2015,15100,5626
"1005",292790,"Santa Inês","BA",2015,11177,10261
"1006",292800,"Santaluz","BA",2015,36915,22686
"1007",292820,"Santana","BA",2015,27260,14850
"1008",292830,"Santanópolis","BA",2015,9442,1812
"1009",292850,"Santa Teresinha","BA",2015,10586,2561
"1010",292880,"Santo Estêvão","BA",2015,53193,30763
"1011",292895,"São Domingos","BA",2015,9877,6333
"1012",292905,"São Félix do Coribe","BA",2015,15647,12696
"1013",292925,"São Gabriel","BA",2015,19542,11129
"1014",292937,"São José do Jacuípe","BA",2015,11061,7596
"1015",292970,"Sátiro Dias","BA",2015,20320,4642
"1016",292980,"Saúde","BA",2015,12739,7148
"1017",292990,"Seabra","BA",2015,45202,21928
"1018",293000,"Sebastião Laranjeiras","BA",2015,11528,4540
"1019",293010,"Senhor do Bonfim","BA",2015,81330,62912
"1020",293015,"Serra do Ramalho","BA",2015,33011,6546
"1021",293020,"Sento Sé","BA",2015,41464,24015
"1022",293030,"Serra Dourada","BA",2015,18389,6094
"1023",293040,"Serra Preta","BA",2015,15351,6898
"1024",293050,"Serrinha","BA",2015,83275,51192
"1025",293060,"Serrolândia","BA",2015,13373,7886
"1026",293075,"Sítio do Mato","BA",2015,13320,7590
"1027",293076,"Sítio do Quinto","BA",2015,11767,4833
"1028",293077,"Sobradinho","BA",2015,23583,21441
"1029",293080,"Souto Soares","BA",2015,17332,6583
"1030",293090,"Tabocas do Brejo Velho","BA",2015,13025,4480
"1031",293100,"Tanhaçu","BA",2015,21282,8816
"1032",293105,"Tanque Novo","BA",2015,17702,8031
"1033",293110,"Tanquinho","BA",2015,8553,6100
"1034",293130,"Tapiramutá","BA",2015,17398,13467
"1035",293150,"Teofilândia","BA",2015,23011,7168
"1036",293180,"Tremedal","BA",2015,18187,4207
"1037",293190,"Tucano","BA",2015,55777,23365
"1038",293200,"Uauá","BA",2015,25087,11112
"1039",293210,"Ubaíra","BA",2015,20782,9283
"1040",293240,"Uibaí","BA",2015,14483,8834
"1041",293245,"Umburanas","BA",2015,19055,8418
"1042",293260,"Urandi","BA",2015,17301,6240
"1043",293280,"Utinga","BA",2015,19593,13811
"1044",293300,"Valente","BA",2015,27906,15324
"1045",293305,"Várzea da Roça","BA",2015,14729,6924
"1046",293310,"Várzea do Poço","BA",2015,9416,6294
"1047",293315,"Várzea Nova","BA",2015,13470,8813
"1048",293330,"Vitória da Conquista","BA",2015,343230,307296
"1049",293340,"Wagner","BA",2015,9731,7022
"1050",293360,"Xique-Xique","BA",2015,48316,34528
"1051",310100,"Águas Vermelhas","MG",2015,13447,9451
"1052",310170,"Almenara","MG",2015,41296,33814
"1053",310270,"Cachoeira de Pajeú","MG",2015,9410,4686
"1054",310340,"Araçuaí","MG",2015,37270,24253
"1055",310520,"Bandeira","MG",2015,5019,2392
"1056",310650,"Berilo","MG",2015,12431,3929
"1057",310665,"Berizal","MG",2015,4661,2650
"1058",310825,"Bonito de Minas","MG",2015,10669,2436
"1059",311270,"Capitão Enéas","MG",2015,15074,12224
"1060",311300,"Caraí","MG",2015,23571,7586
"1061",311547,"Catuti","MG",2015,5174,3020
"1062",311610,"Chapada do Norte","MG",2015,15657,5869
"1063",311700,"Comercinho","MG",2015,7835,3349
"1064",311783,"Cônego Marinho","MG",2015,7564,2040
"1065",311950,"Coronel Murta","MG",2015,9400,6901
"1066",312030,"Cristália","MG",2015,6010,3186
"1067",312087,"Curral de Dentro","MG",2015,7491,6325
"1068",312235,"Divisa Alegre","MG",2015,6478,6268
"1069",312245,"Divisópolis","MG",2015,10209,7284
"1070",312430,"Espinosa","MG",2015,32151,18624
"1071",312560,"Felisburgo","MG",2015,7338,5429
"1072",312650,"Francisco Badaró","MG",2015,10550,3285
"1073",312670,"Francisco Sá","MG",2015,26217,15677
"1074",312707,"Fruta de Leite","MG",2015,5809,1991
"1075",312733,"Gameleiras","MG",2015,5255,1445
"1076",312780,"Grão Mogol","MG",2015,15805,5671
"1077",312965,"Ibiracatu","MG",2015,6206,3149
"1078",313065,"Indaiabira","MG",2015,7526,2815
"1079",313210,"Itacarambi","MG",2015,18383,14315
"1080",313330,"Itaobim","MG",2015,21564,16202
"1081",313400,"Itinga","MG",2015,15059,6851
"1082",313470,"Jacinto","MG",2015,12537,9502
"1083",313505,"Jaíba","MG",2015,37054,19455
"1084",313510,"Janaúba","MG",2015,70886,64272
"1085",313520,"Januária","MG",2015,68247,43079
"1086",313535,"Japonvar","MG",2015,8643,3177
"1087",313545,"Jenipapo de Minas","MG",2015,7580,3071
"1088",313580,"Jequitinhonha","MG",2015,25365,17933
"1089",313600,"Joaíma","MG",2015,15562,10700
"1090",313650,"Jordânia","MG",2015,10826,7572
"1091",313652,"José Gonçalves de Minas","MG",2015,4643,1160
"1092",313657,"Josenópolis","MG",2015,4830,2585
"1093",313695,"Juvenília","MG",2015,5861,4510
"1094",313865,"Lontra","MG",2015,8938,5993
"1095",313925,"Mamonas","MG",2015,6591,2932
"1096",313930,"Manga","MG",2015,19622,13715
"1097",314055,"Mata Verde","MG",2015,8425,6835
"1098",314085,"Matias Cardoso","MG",2015,10822,5570
"1099",314100,"Mato Verde","MG",2015,12895,9616
"1100",314140,"Medina","MG",2015,21459,15403
"1101",314225,"Miravânia","MG",2015,4832,1146
"1102",314270,"Montalvânia","MG",2015,15779,10185
"1103",314290,"Monte Azul","MG",2015,21990,12416
"1104",314315,"Monte Formoso","MG",2015,4897,1788
"1105",314345,"Montezuma","MG",2015,8041,3317
"1106",314465,"Ninheira","MG",2015,10301,2753
"1107",314505,"Nova Porteirinha","MG",2015,7636,4200
"1108",314530,"Novo Cruzeiro","MG",2015,31803,10891
"1109",314537,"Novorizonte","MG",2015,5255,1818
"1110",314625,"Padre Carvalho","MG",2015,6250,3709
"1111",314630,"Padre Paraíso","MG",2015,19971,12206
"1112",314655,"Pai Pedro","MG",2015,6162,1816
"1113",314795,"Patis","MG",2015,5914,2439
"1114",314870,"Pedra Azul","MG",2015,24683,21750
"1115",314915,"Pedras de Maria da Cruz","MG",2015,11193,6867
"1116",315217,"Ponto dos Volantes","MG",2015,12016,4269
"1117",315220,"Porteirinha","MG",2015,38720,19900
"1118",315450,"Riacho dos Machados","MG",2015,9658,4642
"1119",315560,"Rio Pardo de Minas","MG",2015,30732,12348
"1120",315650,"Rubelita","MG",2015,7093,2296
"1121",315660,"Rubim","MG",2015,10330,8022
"1122",315700,"Salinas","MG",2015,41301,32380
"1123",315710,"Salto da Divisa","MG",2015,7107,5957
"1124",315737,"Santa Cruz de Salinas","MG",2015,4383,1147
"1125",315810,"Santa Maria do Salto","MG",2015,5393,3819
"1126",316045,"Santo Antônio do Retiro","MG",2015,7290,1667
"1127",316240,"São João da Ponte","MG",2015,25906,8843
"1128",316245,"São João das Missões","MG",2015,12652,2642
"1129",316270,"São João do Paraíso","MG",2015,23526,10789
"1130",316695,"Serranópolis de Minas","MG",2015,4712,1840
"1131",316800,"Taiobeiras","MG",2015,33315,27004
"1132",317065,"Vargem Grande do Rio Pardo","MG",2015,4989,2552
"1133",317090,"Varzelândia","MG",2015,19702,9177
"1134",317103,"Verdelândia","MG",2015,9056,5167
"1135",317160,"Virgem da Lapa","MG",2015,14030,7046
